time/fps,time/time_elapsed,time/total_timesteps,time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,train/ent_coef,train/learning_rate,train/n_updates,train/critic_loss,train/ent_coef_loss,train/actor_loss
87,101,8888,2216,9.52557042,4.0,0.002861856948584318,0.001,7887,0.0010094300378113985,-1.1308828592300415,-9.030996322631836
87,102,8904,2220,9.525641629999999,4.0,0.0028524822555482388,0.001,7903,0.0015994776040315628,-0.6243103742599487,-9.14399242401123
87,102,8920,2224,9.525271179999999,4.0,0.002844825154170394,0.001,7919,0.0005922181298956275,-0.9386563301086426,-9.047372817993164
87,102,8936,2228,9.52497064,4.0,0.0028339719865471125,0.001,7935,0.0026467256247997284,-1.0220638513565063,-9.010595321655273
87,102,8952,2232,9.525072399999999,4.0,0.00282695097848773,0.001,7951,0.00046984260552562773,-0.9413519501686096,-9.098426818847656
87,102,8968,2236,9.525453800000001,4.0,0.002816982800140977,0.001,7967,0.0008103698492050171,-0.9294844269752502,-9.104781150817871
87,103,8984,2240,9.52521142,4.0,0.0028063603676855564,0.001,7983,0.0010415546130388975,0.2896951138973236,-9.058106422424316
87,103,9000,2244,9.52508212,4.0,0.0028037908487021923,0.001,7999,0.0010866698576137424,-0.9293228387832642,-8.979471206665039
87,103,9016,2248,9.52488352,4.0,0.002799545181915164,0.001,8015,0.003688374999910593,-1.09620201587677,-8.924065589904785
87,103,9032,2252,9.52507288,4.0,0.00279905810020864,0.001,8031,0.0014993667136877775,0.10481252521276474,-9.086302757263184
87,103,9048,2256,9.52518349,4.0,0.00279434397816658,0.001,8047,0.0017478124937042594,-1.6354707479476929,-9.034951210021973
87,104,9064,2260,9.52490492,4.0,0.002786771161481738,0.001,8063,0.0024213436990976334,1.1879377365112305,-9.079296112060547
87,104,9080,2264,9.525078579999999,4.0,0.00278865871950984,0.001,8079,0.003056691726669669,-0.5629408955574036,-9.10463809967041
86,104,9096,2268,9.52481451,4.0,0.0027819317765533924,0.001,8095,0.001253242720849812,-0.15470059216022491,-9.117767333984375
86,104,9112,2272,9.52480382,4.0,0.002772636478766799,0.001,8111,0.0013225279981270432,0.0657951682806015,-9.073844909667969
86,104,9128,2276,9.52476632,4.0,0.0027656937018036842,0.001,8127,0.0015539575833827257,-1.4994425773620605,-8.976625442504883
86,105,9144,2280,9.52467376,4.0,0.002757034730166197,0.001,8143,0.00044122227700427175,-0.008797869086265564,-9.004565238952637
86,105,9160,2284,9.52436736,4.0,0.002753240754827857,0.001,8159,0.0016394120175391436,0.5410765409469604,-9.043774604797363
86,105,9176,2288,9.524270289999999,4.0,0.0027518810238689184,0.001,8175,0.00031555589521303773,1.3293578624725342,-9.047152519226074
86,105,9192,2292,9.52404541,4.0,0.002755762543529272,0.001,8191,0.0010711391223594546,0.370780885219574,-9.057107925415039
86,105,9208,2296,9.523984759999998,4.0,0.0027608275413513184,0.001,8207,0.0004431158595252782,-0.03228100389242172,-9.033331871032715
86,106,9224,2300,9.52351116,4.0,0.002757684327661991,0.001,8223,0.004611781798303127,-0.8414683938026428,-8.943142890930176
86,106,9240,2304,9.524114430000001,4.0,0.002749508246779442,0.001,8239,0.001168044633232057,-0.11036685109138489,-9.028949737548828
86,106,9256,2308,9.52420599,4.0,0.0027422623243182898,0.001,8255,0.00020661743474192917,-0.19694127142429352,-9.079893112182617
86,106,9272,2312,9.52417357,4.0,0.0027389233000576496,0.001,8271,0.00020318305178079754,-0.12506449222564697,-9.070982933044434
86,106,9288,2316,9.52456283,4.0,0.002736021764576435,0.001,8287,0.0013616746291518211,0.7091204524040222,-9.078801155090332
86,107,9304,2320,9.52401089,4.0,0.0027344422414898872,0.001,8303,0.0015931999078020453,-1.046360969543457,-8.992213249206543
86,107,9320,2324,9.524364990000002,4.0,0.0027269681449979544,0.001,8319,0.0008343044319190085,0.3272501826286316,-9.091917037963867
86,107,9336,2328,9.52486238,4.0,0.002728829625993967,0.001,8335,0.001019905786961317,0.2534794807434082,-9.081438064575195
86,107,9352,2332,9.52495614,4.0,0.0027270305436104536,0.001,8351,0.003832031972706318,0.4998827278614044,-9.044500350952148
86,107,9368,2336,9.52515831,4.0,0.0027275909669697285,0.001,8367,0.0013061821227893233,0.03527788817882538,-9.08056354522705
86,108,9384,2340,9.52535916,4.0,0.002727511804550886,0.001,8383,0.0005177195998840034,-1.2833527326583862,-9.066283226013184
86,108,9400,2344,9.52541366,4.0,0.0027233946602791548,0.001,8399,0.002724887104704976,0.6901700496673584,-9.13145923614502
86,108,9416,2348,9.52531671,4.0,0.0027203368954360485,0.001,8415,0.00029089662712067366,0.11881482601165771,-9.08168888092041
86,108,9432,2352,9.524902349999998,4.0,0.0027155247516930103,0.001,8431,0.0005217805737629533,-0.1092924177646637,-8.944845199584961
86,109,9448,2356,9.52488615,4.0,0.0027136956341564655,0.001,8447,0.0010200092801824212,0.03953064978122711,-9.040274620056152
86,109,9464,2360,9.52507772,4.0,0.002713655587285757,0.001,8463,0.0018460697028785944,-2.453869104385376,-9.067445755004883
86,109,9480,2364,9.52470661,4.0,0.0027014215011149645,0.001,8479,0.0005097261164337397,0.48721134662628174,-9.049531936645508
86,109,9496,2368,9.525063699999999,4.0,0.0026984810829162598,0.001,8495,0.0007330853841267526,1.7577929496765137,-9.00820541381836
86,109,9512,2372,9.525461389999998,4.0,0.0027057582046836615,0.001,8511,0.0006194894667714834,0.475313663482666,-9.138312339782715
86,110,9528,2376,9.525348659999999,4.0,0.002701063407585025,0.001,8527,0.00026651081861928105,-0.5536103248596191,-9.009939193725586
86,110,9544,2380,9.52538365,4.0,0.0026969618629664183,0.001,8543,0.0031377924606204033,-0.3949710726737976,-9.073572158813477
86,110,9560,2384,9.52582071,4.0,0.0026931308675557375,0.001,8559,0.002722475677728653,-0.841265857219696,-9.079998016357422
86,110,9576,2388,9.52595253,4.0,0.0026867010165005922,0.001,8575,0.0012599420733749866,-0.8806350231170654,-9.083614349365234
86,110,9592,2392,9.526107659999997,4.0,0.0026875301264226437,0.001,8591,0.0006268649594858289,0.4699676036834717,-9.104681015014648
86,111,9608,2396,9.52636251,4.0,0.002689686371013522,0.001,8607,0.002301083877682686,0.23537269234657288,-9.08563232421875
86,111,9624,2400,9.526679790000001,4.0,0.002690373919904232,0.001,8623,0.001279182150028646,-0.7187636494636536,-9.104122161865234
86,111,9640,2404,9.52674598,4.0,0.0026899699587374926,0.001,8639,0.000348093977663666,2.943739414215088,-9.110337257385254
86,111,9656,2408,9.52678959,4.0,0.0027028878685086966,0.001,8655,0.0021856746170669794,1.5307743549346924,-9.134697914123535
86,111,9672,2412,9.52710496,4.0,0.0027203329373151064,0.001,8671,0.0007247207104228437,0.3036569356918335,-9.018716812133789
86,112,9688,2416,9.52737731,4.0,0.0027306154370307922,0.001,8687,0.0010833627311512828,0.2650830149650574,-9.147602081298828
86,112,9704,2420,9.52774175,4.0,0.0027320897206664085,0.001,8703,0.0014342480571940541,0.008521944284439087,-9.055988311767578
86,112,9720,2424,9.527808669999999,4.0,0.002726055448874831,0.001,8719,0.0003101608017459512,-0.7583016753196716,-8.963696479797363
86,112,9736,2428,9.52776839,4.0,0.002727370010688901,0.001,8735,0.001847685780376196,-0.3166184723377228,-9.14134693145752
86,112,9752,2432,9.527413489999999,4.0,0.00273153861053288,0.001,8751,0.001118875457905233,-0.9072868824005127,-9.059403419494629
86,113,9768,2436,9.527166959999999,4.0,0.0027215147856622934,0.001,8767,0.0014423090033233166,-2.1110520362854004,-9.034774780273438
86,113,9784,2440,9.52705222,4.0,0.0027123321779072285,0.001,8783,0.001711003016680479,-0.32961320877075195,-9.04565715789795
86,113,9800,2444,9.52711176,4.0,0.0027121666353195906,0.001,8799,0.0016491696005687118,-0.6537800431251526,-9.16486644744873
86,113,9816,2448,9.527433399999998,4.0,0.0026996175292879343,0.001,8815,0.0003850964130833745,-0.626408040523529,-9.0396728515625
86,113,9832,2452,9.527852880000001,4.0,0.0026923592668026686,0.001,8831,0.004607208538800478,1.0840115547180176,-9.078217506408691
86,114,9848,2456,9.52788863,4.0,0.0026973553467541933,0.001,8847,0.00015567897935397923,-0.3577897250652313,-9.116196632385254
86,114,9864,2460,9.527819169999999,4.0,0.002693281276151538,0.001,8863,0.0018406081944704056,-0.2661251127719879,-9.11400032043457
86,114,9880,2464,9.527891519999999,4.0,0.0026850539725273848,0.001,8879,0.0012574861757457256,-0.0913531482219696,-8.985086441040039
86,114,9896,2468,9.527826730000001,4.0,0.002682021353393793,0.001,8895,0.000355001277057454,-1.4318208694458008,-9.107226371765137
86,114,9912,2472,9.52767478,4.0,0.0026741677429527044,0.001,8911,0.0003336813533678651,-0.9237289428710938,-9.046716690063477
86,115,9928,2476,9.527772220000001,4.0,0.0026697071734815836,0.001,8927,0.0013883854262530804,0.011917099356651306,-8.988548278808594
86,115,9944,2480,9.527703169999999,4.0,0.0026651930529624224,0.001,8943,0.0010242150165140629,0.5672686696052551,-9.145294189453125
86,115,9960,2484,9.52725009,4.0,0.002663193503394723,0.001,8959,0.0008895362843759358,-0.6579195857048035,-9.066728591918945
86,115,9976,2488,9.527012189999999,4.0,0.0026600027922540903,0.001,8975,0.0007057703332975507,-1.461711049079895,-9.032581329345703
86,115,9992,2492,9.52721015,4.0,0.00264574377797544,0.001,8991,0.0009873089147731662,-2.140834093093872,-9.089959144592285
86,116,10008,2496,9.52734989,4.0,0.0026314961723983288,0.001,9007,0.002421387704089284,-1.3594685792922974,-8.960884094238281
86,116,10024,2500,9.52706914,4.0,0.0026094208005815744,0.001,9023,0.0039999946020543575,-0.9149498343467712,-8.98363208770752
86,116,10040,2504,9.52704409,4.0,0.002599351806566119,0.001,9039,0.0007095452165231109,1.4829672574996948,-8.995579719543457
86,116,10056,2508,9.52710603,4.0,0.0026018107309937477,0.001,9055,0.0009947820799425244,-0.713434100151062,-9.066485404968262
86,116,10072,2512,9.52687214,4.0,0.0025994644965976477,0.001,9071,0.000551252334844321,1.2170255184173584,-8.974279403686523
86,117,10088,2516,9.52690652,4.0,0.0025992265436798334,0.001,9087,0.0015250314027071,0.3473883271217346,-9.072381973266602
86,117,10104,2520,9.5267212,4.0,0.002605426125228405,0.001,9103,0.0010031613055616617,1.5222820043563843,-9.062102317810059
86,117,10120,2524,9.526649520000001,4.0,0.002611976582556963,0.001,9119,0.0010476070456206799,-0.1257704496383667,-9.017807006835938
86,117,10136,2528,9.52652933,4.0,0.0026043292600661516,0.001,9135,0.0010943138040602207,-0.533543586730957,-9.097442626953125
86,117,10152,2532,9.526878930000002,4.0,0.0026064624544233084,0.001,9151,0.0013885668013244867,-0.09974764287471771,-9.020624160766602
86,118,10168,2536,9.52663614,4.0,0.002607816131785512,0.001,9167,0.0016528086271137,-0.606347382068634,-9.056879043579102
86,118,10184,2540,9.52654725,4.0,0.0026031695306301117,0.001,9183,0.000145596859510988,0.7622407674789429,-8.992512702941895
86,118,10200,2544,9.52649852,4.0,0.0026041590608656406,0.001,9199,0.0001263705489691347,-0.42611023783683777,-9.01339340209961
85,118,10216,2548,9.52651607,4.0,0.002598476829007268,0.001,9215,0.0005233479314483702,0.34663403034210205,-9.052558898925781
85,118,10232,2552,9.526847779999999,4.0,0.002598162041977048,0.001,9231,0.0001455164747312665,-1.6219916343688965,-9.046279907226562
85,119,10248,2556,9.52654899,4.0,0.002586269984021783,0.001,9247,0.0007496285834349692,-0.3613012135028839,-9.095529556274414
85,119,10264,2560,9.5264635,4.0,0.002580114873126149,0.001,9263,0.001055414555594325,-1.2334128618240356,-9.152498245239258
85,119,10280,2564,9.5265638,4.0,0.0025753481313586235,0.001,9279,0.00017680833116173744,0.46770361065864563,-9.055401802062988
85,119,10296,2568,9.52641455,4.0,0.0025709152687340975,0.001,9295,0.00046015181578695774,0.4159729480743408,-9.055706977844238
85,120,10312,2572,9.52618785,4.0,0.0025636630598455667,0.001,9311,0.0006523295887745917,-1.3774518966674805,-9.091184616088867
85,120,10328,2576,9.526013639999999,4.0,0.002557693514972925,0.001,9327,0.0007208976312540472,-1.2031185626983643,-9.047916412353516
85,120,10344,2580,9.52591586,4.0,0.002548350254073739,0.001,9343,0.0011861283564940095,0.25679948925971985,-9.09986686706543
85,120,10360,2584,9.52620901,4.0,0.002542333910241723,0.001,9359,0.0010946670081466436,1.3075908422470093,-9.076654434204102
85,120,10376,2588,9.52631355,4.0,0.002545764436945319,0.001,9375,0.00035649133496917784,-0.19325219094753265,-9.063995361328125
85,121,10392,2592,9.52627424,4.0,0.0025360595900565386,0.001,9391,0.00036702153738588095,1.0130172967910767,-8.99035930633545
85,121,10408,2596,9.526281619999999,4.0,0.0025377385318279266,0.001,9407,0.0009852456860244274,-0.9400384426116943,-9.079694747924805
85,121,10424,2600,9.52639207,4.0,0.0025342039298266172,0.001,9423,0.0010049296543002129,0.2929685413837433,-9.061690330505371
85,121,10440,2604,9.526407220000001,4.0,0.002546229399740696,0.001,9439,0.001320123439654708,0.3733504116535187,-9.048592567443848
85,121,10456,2608,9.526244329999999,4.0,0.0025425434578210115,0.001,9455,0.00020883446268271655,-1.9867908954620361,-9.104461669921875
85,122,10472,2612,9.5262617,4.0,0.0025258688256144524,0.001,9471,0.00020361677161417902,0.9207367300987244,-9.0945463180542
85,122,10488,2616,9.525876529999998,4.0,0.0025248825550079346,0.001,9487,0.00014117667160462588,0.5494173765182495,-9.05781364440918
85,122,10504,2620,9.525876349999999,4.0,0.0025235754437744617,0.001,9503,0.0014043685514479876,-0.6082767248153687,-8.981106758117676
85,122,10520,2624,9.525885460000001,4.0,0.002514835214242339,0.001,9519,0.0002401241654297337,-0.7161825895309448,-9.011124610900879
85,122,10536,2628,9.5258564,4.0,0.002511454513296485,0.001,9535,0.0005806302651762962,0.8514339923858643,-9.050545692443848
85,123,10552,2632,9.52600417,4.0,0.00251660100184381,0.001,9551,0.002564564347267151,0.04207691550254822,-9.061358451843262
85,123,10568,2636,9.526062,4.0,0.0025172214955091476,0.001,9567,0.0024258194025605917,-0.11002244800329208,-9.007847785949707
85,123,10584,2640,9.52594413,4.0,0.002519903238862753,0.001,9583,0.002709044609218836,-1.0818281173706055,-9.027832984924316
85,123,10600,2644,9.52605376,4.0,0.0025119229685515165,0.001,9599,0.001006416161544621,-0.9574042558670044,-8.990036010742188
85,123,10616,2648,9.526043560000002,4.0,0.0024946851190179586,0.001,9615,0.0018747883150354028,-0.5959409475326538,-9.119203567504883
85,124,10632,2652,9.52590072,4.0,0.0024787508882582188,0.001,9631,0.00015869387425482273,0.5184109210968018,-9.001731872558594
85,124,10648,2656,9.526248039999999,4.0,0.0024698986671864986,0.001,9647,0.0004488734412007034,-0.2738817036151886,-9.060303688049316
85,124,10664,2660,9.52616549,4.0,0.0024673370644450188,0.001,9663,0.0014225607737898827,0.7698667645454407,-9.063562393188477
85,124,10680,2664,9.525974849999999,4.0,0.002471945248544216,0.001,9679,0.0009749733726494014,-1.8387452363967896,-9.041190147399902
85,124,10696,2668,9.526185179999999,4.0,0.002468348015099764,0.001,9695,0.0010152797913178802,1.1645221710205078,-9.04892349243164
85,125,10712,2672,9.52626221,4.0,0.0024867397733032703,0.001,9711,0.0010535222245380282,-0.14835959672927856,-9.034703254699707
85,125,10728,2676,9.526527409999998,4.0,0.002494559157639742,0.001,9727,0.001209187787026167,1.4596318006515503,-9.022333145141602
85,125,10744,2680,9.526296129999999,4.0,0.0024986995849758387,0.001,9743,0.0020072425249964,-0.24084413051605225,-9.068652153015137
85,125,10760,2684,9.526257450000001,4.0,0.00248928926885128,0.001,9759,0.0009694252512417734,-1.295440435409546,-9.014920234680176
85,125,10776,2688,9.52645523,4.0,0.002475559478625655,0.001,9775,0.0041663758456707,1.5382945537567139,-9.057186126708984
85,126,10792,2692,9.52578629,4.0,0.0024770270101726055,0.001,9791,0.002693816553801298,-0.3264877498149872,-8.978009223937988
85,126,10808,2696,9.52550589,4.0,0.0024689589627087116,0.001,9807,0.00023883231915533543,-1.3781195878982544,-9.083148956298828
85,126,10824,2700,9.52541848,4.0,0.0024680867791175842,0.001,9823,0.0006616212776862085,1.7606902122497559,-8.990671157836914
85,126,10840,2704,9.525357030000002,4.0,0.0024757967330515385,0.001,9839,0.001536714960820973,0.24038231372833252,-9.14647102355957
85,126,10856,2708,9.52531358,4.0,0.002489680889993906,0.001,9855,0.002548397984355688,-0.636559009552002,-9.075368881225586
85,127,10872,2712,9.52518896,4.0,0.0024957465939223766,0.001,9871,0.00048711520503275096,-1.0933542251586914,-9.083023071289062
85,127,10888,2716,9.52525639,4.0,0.002489121863618493,0.001,9887,0.001188366673886776,-0.7368237972259521,-9.101181030273438
85,127,10904,2720,9.525358839999999,4.0,0.0024898007977753878,0.001,9903,0.0018045459873974323,-1.2496488094329834,-8.97948932647705
85,127,10920,2724,9.52527318,4.0,0.0024877702817320824,0.001,9919,0.0011548090260475874,1.6688616275787354,-9.05352783203125
85,127,10936,2728,9.525340610000002,4.0,0.002492813626304269,0.001,9935,0.001088400837033987,-0.45373842120170593,-9.04532527923584
85,128,10952,2732,9.52502142,4.0,0.0024795786011964083,0.001,9951,0.004677169490605593,1.8881888389587402,-9.100503921508789
85,128,10968,2736,9.52545631,4.0,0.0024781269021332264,0.001,9967,0.0020427615381777287,-0.860819399356842,-9.072427749633789
85,128,10984,2740,9.525932160000002,4.0,0.002478299429640174,0.001,9983,0.00030353732290677726,0.7147551774978638,-8.996562957763672
85,128,11000,2744,9.525963189999997,4.0,0.0024855376686900854,0.001,9999,0.0008202677126973867,-0.1920476257801056,-9.065582275390625
85,128,11016,2748,9.525991439999999,4.0,0.0024810628965497017,0.001,10015,0.00015342136612161994,1.1409366130828857,-9.087554931640625
85,129,11032,2752,9.52582382,4.0,0.0024810591712594032,0.001,10031,0.0027157925069332123,0.9304814338684082,-9.183842658996582
85,129,11048,2756,9.525104619999999,4.0,0.002481251023709774,0.001,10047,0.0010746002662926912,-1.558158040046692,-9.05102252960205
85,129,11064,2760,9.525324860000001,4.0,0.0024774358607828617,0.001,10063,0.00020808709086850286,1.07449209690094,-9.013056755065918
85,129,11080,2764,9.525617,4.0,0.00248089712113142,0.001,10079,0.0009242031374014914,1.3528978824615479,-9.080038070678711
85,129,11096,2768,9.525446480000001,4.0,0.0024865439627319574,0.001,10095,0.0013015903532505035,-0.3924686908721924,-9.094083786010742
85,130,11112,2772,9.525511190000001,4.0,0.002489750972017646,0.001,10111,0.0013243299908936024,0.8028271794319153,-9.075479507446289
85,130,11128,2776,9.52560617,4.0,0.0024824237916618586,0.001,10127,0.0021365953143686056,-0.8378102779388428,-8.99533748626709
85,130,11144,2780,9.526080010000001,4.0,0.002473580650985241,0.001,10143,0.0003487027424853295,0.5428988933563232,-9.008079528808594
85,130,11160,2784,9.526096399999998,4.0,0.0024591058026999235,0.001,10159,0.00012872132356278598,0.17979902029037476,-9.062857627868652
85,130,11176,2788,9.525871650000001,4.0,0.002451970474794507,0.001,10175,0.0001102784153772518,0.6681252121925354,-9.105356216430664
85,131,11192,2792,9.5262888,4.0,0.002437894232571125,0.001,10191,0.00226534903049469,-0.31709861755371094,-9.029447555541992
85,131,11208,2796,9.5262768,4.0,0.0024340099189430475,0.001,10207,0.0005847412976436317,-1.7905453443527222,-9.079489707946777
85,131,11224,2800,9.526373820000002,4.0,0.0024254063609987497,0.001,10223,0.00229606032371521,-0.29393428564071655,-9.024868965148926
85,131,11240,2804,9.52619596,4.0,0.0024137638974934816,0.001,10239,0.00011133575026178733,-1.8448123931884766,-9.042969703674316
85,131,11256,2808,9.526208389999999,4.0,0.0023903148248791695,0.001,10255,0.0009563110070303082,-0.30146658420562744,-9.069421768188477
85,132,11272,2812,9.526455160000001,4.0,0.0023746350780129433,0.001,10271,0.0013681735144928098,-1.1436303853988647,-9.106155395507812
85,132,11288,2816,9.5264182,4.0,0.0023650680668652058,0.001,10287,0.002250845544040203,-0.8934934735298157,-9.003143310546875
85,132,11304,2820,9.526154370000002,4.0,0.0023561858106404543,0.001,10303,0.0021132491528987885,-0.10525570809841156,-9.07685661315918
85,132,11320,2824,9.526283470000001,4.0,0.00235779513604939,0.001,10319,0.0009433474042452872,2.6240124702453613,-9.06930923461914
85,132,11336,2828,9.52638365,4.0,0.00239314092323184,0.001,10335,0.0039115180261433125,0.37196412682533264,-9.127745628356934
85,133,11352,2832,9.5264241,4.0,0.0024050737265497446,0.001,10351,0.0018622656352818012,1.0759358406066895,-9.028419494628906
85,133,11368,2836,9.52614717,4.0,0.002417160663753748,0.001,10367,0.0014786056708544493,-0.23432539403438568,-8.9982271194458
85,133,11384,2840,9.526121280000002,4.0,0.002424568170681596,0.001,10383,0.0006288853473961353,0.7196465730667114,-9.088034629821777
85,133,11400,2844,9.5259542,4.0,0.002428875071927905,0.001,10399,0.0010348446667194366,-0.6176478266716003,-9.017768859863281
85,133,11416,2848,9.525915730000001,4.0,0.0024301575031131506,0.001,10415,0.0003503538900986314,0.13561536371707916,-9.052660942077637
85,134,11432,2852,9.52583167,4.0,0.0024300485383719206,0.001,10431,0.000998917268589139,-0.5677596926689148,-9.043779373168945
85,134,11448,2856,9.52636411,4.0,0.0024366448633372784,0.001,10447,0.0013687278842553496,-1.1365513801574707,-8.980531692504883
85,134,11464,2860,9.52648428,4.0,0.0024391571059823036,0.001,10463,0.0002712806744966656,1.4914435148239136,-9.039060592651367
85,134,11480,2864,9.52638898,4.0,0.0024521739687770605,0.001,10479,0.002474190667271614,-1.450530767440796,-9.024174690246582
85,134,11496,2868,9.526057889999999,4.0,0.0024507862981408834,0.001,10495,0.0022519868798553944,0.13902366161346436,-9.074564933776855
85,135,11512,2872,9.525983900000002,4.0,0.002455946523696184,0.001,10511,0.0025004681665450335,-0.6387174725532532,-9.047147750854492
85,135,11528,2876,9.526002729999998,4.0,0.002444659825414419,0.001,10527,0.002050759270787239,-0.4225293695926666,-9.181039810180664
85,135,11544,2880,9.525814489999998,4.0,0.002428195206448436,0.001,10543,0.00011279977479716763,-1.778666377067566,-9.107213020324707
85,135,11560,2884,9.525731129999999,4.0,0.0024103226605802774,0.001,10559,0.00037317845271900296,1.0041351318359375,-9.042047500610352
85,135,11576,2888,9.52553875,4.0,0.0024129159282892942,0.001,10575,0.00010115800250787288,-0.41018229722976685,-9.07129955291748
85,136,11592,2892,9.52551712,4.0,0.0024040602147579193,0.001,10591,0.004766654223203659,-1.575268268585205,-9.04670238494873
85,136,11608,2896,9.525332090000001,4.0,0.002380438381806016,0.001,10607,0.0007223746506497264,0.6278603672981262,-9.055787086486816
85,136,11624,2900,9.52551329,4.0,0.002375807147473097,0.001,10623,0.0007340141455642879,-0.752244770526886,-9.12863540649414
85,136,11640,2904,9.52581157,4.0,0.002376565244048834,0.001,10639,0.000530307472217828,-1.0487514734268188,-9.0974702835083
85,136,11656,2908,9.52615238,4.0,0.002367051551118493,0.001,10655,0.001495422562584281,-0.04539424926042557,-9.018115997314453
85,137,11672,2912,9.52579102,4.0,0.0023526044096797705,0.001,10671,0.0007301763980649412,-1.0475949048995972,-9.004143714904785
85,137,11688,2916,9.525570559999998,4.0,0.002338771941140294,0.001,10687,0.0005634349072352052,0.7688219547271729,-9.02515697479248
85,137,11704,2920,9.525931810000001,4.0,0.002335822908207774,0.001,10703,0.00034182556555606425,0.5612847805023193,-9.0084810256958
85,137,11720,2924,9.52585528,4.0,0.00234117079526186,0.001,10719,0.00044894361053593457,-0.6526876091957092,-9.058527946472168
85,137,11736,2928,9.525539969999999,4.0,0.0023417470511049032,0.001,10735,0.0021751155145466328,1.1167304515838623,-9.094170570373535
85,138,11752,2932,9.52586136,4.0,0.0023575748782604933,0.001,10751,0.005354458000510931,-0.5524791479110718,-9.164702415466309
85,138,11768,2936,9.52609665,4.0,0.0023786977399140596,0.001,10767,0.00030246080132201314,2.144179105758667,-8.995719909667969
85,138,11784,2940,9.52616132,4.0,0.0024291982408612967,0.001,10783,0.00029154514777474105,0.4043578505516052,-9.04058837890625
85,138,11800,2944,9.52636508,4.0,0.002449306193739176,0.001,10799,0.0007672228966839612,-0.022112905979156494,-9.019018173217773
84,139,11816,2948,9.52626769,4.0,0.0024559840094298124,0.001,10815,0.0007532174349762499,-0.7387435436248779,-9.027571678161621
84,139,11832,2952,9.526297800000002,4.0,0.002459647599607706,0.001,10831,0.00034470984246581793,0.42609983682632446,-9.085298538208008
84,139,11848,2956,9.526410349999999,4.0,0.0024657929316163063,0.001,10847,0.00016850412066560239,-1.5731490850448608,-9.118793487548828
84,139,11864,2960,9.52617131,4.0,0.00245600170455873,0.001,10863,0.0023048636503517628,-0.5819823741912842,-9.084423065185547
84,139,11880,2964,9.5263326,4.0,0.0024572352413088083,0.001,10879,0.001065464923158288,0.5696287155151367,-9.101161003112793
84,140,11896,2968,9.526759909999999,4.0,0.0024748912546783686,0.001,10895,0.0011860366212204099,0.3707383871078491,-9.097402572631836
84,140,11912,2972,9.52673864,4.0,0.002485276898369193,0.001,10911,0.001230612164363265,-0.740676760673523,-9.13900089263916
84,140,11928,2976,9.526708280000001,4.0,0.0024951992090791464,0.001,10927,0.0038093943148851395,-1.2151002883911133,-9.060354232788086
84,140,11944,2980,9.52665447,4.0,0.0025072714779525995,0.001,10943,0.0031582429073750973,1.2723183631896973,-9.150044441223145
84,140,11960,2984,9.526873090000002,4.0,0.002545333467423916,0.001,10959,0.0009252113522961736,-0.4038786292076111,-9.036524772644043
84,141,11976,2988,9.52698531,4.0,0.0025541139766573906,0.001,10975,0.0010336297564208508,-0.11338670551776886,-8.966339111328125
84,141,11992,2992,9.52670724,4.0,0.0025650179013609886,0.001,10991,0.0007096083136275411,0.8569085597991943,-9.087005615234375
84,141,12008,2996,9.52724802,4.0,0.0025978314224630594,0.001,11007,0.00029321550391614437,0.04798606038093567,-8.997469902038574
84,141,12024,3000,9.52687281,4.0,0.0026074866764247417,0.001,11023,0.0011312768328934908,-0.39396700263023376,-9.007648468017578
84,141,12040,3004,9.52687115,4.0,0.002591516589745879,0.001,11039,0.0014322847127914429,-0.6271156072616577,-9.132989883422852
84,142,12056,3008,9.52664858,4.0,0.002584339352324605,0.001,11055,0.0002095378004014492,1.145089030265808,-9.075052261352539
84,142,12072,3012,9.526875330000001,4.0,0.002594325691461563,0.001,11071,0.00014304846990853548,0.04210752248764038,-9.073092460632324
84,142,12088,3016,9.52730427,4.0,0.0026019609067589045,0.001,11087,0.0016395773272961378,1.1869633197784424,-9.172900199890137
84,142,12104,3020,9.52720629,4.0,0.002616028767079115,0.001,11103,0.0011395781766623259,-1.166137456893921,-9.09619426727295
84,142,12120,3024,9.526987029999997,4.0,0.00259290705434978,0.001,11119,0.001662147231400013,0.5259242057800293,-8.956859588623047
84,143,12136,3028,9.52730265,4.0,0.0025896648876369,0.001,11135,0.0003414709062781185,-0.596282958984375,-9.115411758422852
84,143,12152,3032,9.526941919999999,4.0,0.0025826652999967337,0.001,11151,0.002235842403024435,-1.3221793174743652,-9.041341781616211
84,143,12168,3036,9.5262587,4.0,0.002574515761807561,0.001,11167,0.00027761858655139804,-0.42659783363342285,-9.064323425292969
84,143,12184,3040,9.52633225,4.0,0.002575784223154187,0.001,11183,0.0009526422363705933,0.5313246250152588,-9.145837783813477
84,143,12200,3044,9.52607225,4.0,0.002597599755972624,0.001,11199,0.0008752193534746766,-0.23465228080749512,-9.09241771697998
84,144,12216,3048,9.526076960000001,4.0,0.0026128299068659544,0.001,11215,0.0014769267290830612,-1.2584846019744873,-9.07972240447998
84,144,12232,3052,9.525892350000001,4.0,0.0026212080847471952,0.001,11231,0.00021656014723703265,0.02479146048426628,-8.995129585266113
84,144,12248,3056,9.52535117,4.0,0.002605167683213949,0.001,11247,0.0002793075400404632,0.9455715417861938,-9.084930419921875
84,144,12264,3060,9.52527636,4.0,0.002614210592582822,0.001,11263,0.00028092938009649515,0.5558577179908752,-9.07670783996582
